"Result","Trial","Arena","Assay","ChDate","Sex","LizID","LizID_etho","Trt","TotalDist","Velocity","NovItem_Freq","NovItem_Duration","NovItem_LatFirst","NovZone_Freq","NovZone_Duration","NovZone_LatFirst","Hide_Freq","Hide_Duration","Hide_DurationOrig","Hide_LatFirst","Entry_Freq","Entry_Duration","Entry_LatFirst","Social_Freq","Social_Duration","Social_LatFirst","Neutral_Freq","Neutral_Duration","Neutral_LatFirst","Asocial_Freq","Asocial_Duration","Asocial_LatFirst","Arena_Freq","Arena_Duration","Arena_LatFirst","LizID_nums","LizID_num","liz_capture_date","liz_collect_site","date_of_measurements","hlen","hwid","EndMass","mass","svl","tail_length","liz_status","liz_death_date","liz_notes"
"Result 1","Trial     7","Arena 3","Exploration","CH3_21.12.15_DVR1","F","ld0003",3,"Low",825.456,"0.68788",2,5.24,870.72,11,208.64,293.2,40,183.72,183.72,664.68,46,59.2,631.44,7,673.96,0,15,97.68,486.92,49,244.68,509.72,1,1200.04,0,3,NA,"28/08/2015","MP","28/08/2015",7.19,5,1.128,0.9,36,0,"ALIVE","","bleeding front L arm after escape & capture. TC updated on 6/12/2016, original tc0003"
"Result 1","Trial     7","Arena 4","Exploration","CH3_17.12.15_DVR1","F","ld0068",68,"Low",118.124,"0.0984368",0,0,NA,1,2.72,67.72,26,996.48,996.48,72.68,31,88.16,72,1,69.88,0,1,1.52,69.88,26,132.16,71.4,1,1200.04,0,NA,68,"1/09/2015","SP","1/09/2015",7.82,5.13,1.379,1.3,45,54,"ALIVE","","few bite marks on ventral. Regrown tail. Updated tc from tc0141 on 6/12/16"
"Result 1","Trial     7","Arena 4","Exploration","CH3_17.12.15_DVR2","F","ld0066",66,"High",68.2624,"0.0568853",1,1.2,475.52,2,3.08,473.6,2,717.12,717.12,482.84,2,1.48,481.44,1,477.64,0,1,2.92,477.64,2,2.36,480.56,1,1200.04,0,66,NA,"1/09/2015","SP","1/09/2015",7,5.05,1.203,1.1,39,60,"ALIVE","",""
"Result 1","Trial     8","Arena 1","Exploration","CH4_17.12.15_DVR1","F","ld0060",60,"High",421.312,"0.351093",0,0,NA,1,0.72,387.68,11,567.36,567.36,389.84,18,20.88,389.2,2,422.08,0,4,7.92,388.32,13,202.68,388.88,1,1200.04,0,NA,60,"1/09/2015","SP","1/09/2015",7.45,5.21,1.319,1.2,41,52,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial     8","Arena 2","Exploration","CH4_17.12.15_DVR1","F","ld0048",48,"Low",748.422,"0.623685",5,11.48,553.16,22,53.88,487.16,28,73.88,73.88,447.6,52,581.32,57.56,8,124.52,0,16,149.6,18.28,37,852.04,48.68,1,1200.04,0,NA,48,"2/09/2015","SP","2/09/2015",6.92,4.74,1.05,0.8,37,38,"DEAD","30/12/2016","bite marks (i.e. from copulation) on ventral. Tail tip broken. Isolated on 27.12.16 for mite treatment heavily infested"
"Result 1","Trial     8","Arena 2","Exploration","CH4_21.12.15_DVR1","F","ld0083",83,"High",887.953,"0.739961",7,40.44,9.24,16,50.56,7.44,80,500.4,500.4,59.92,87,130.56,58.76,7,302.8,0,16,84.96,52.88,89,311.88,58.48,1,1200.04,0,83,NA,"5/09/2015","SP","5/09/2015",7.52,5.09,1.395,1.4,42,60,"ALIVE","","few bite marks on ventral "
"Result 1","Trial     8","Arena 2","Exploration","CH4_17.12.15_DVR2","F","ld0090",90,"High",418.174,"0.348478",2,4.04,867.4,7,21.12,801.16,2,402.6,402.6,382.72,30,265.4,323.48,5,354.4,0,10,42.8,300.24,8,400.24,304.76,1,1200.04,0,90,NA,"5/09/2015","SP","5/09/2015",7.41,5.26,1.174,1.3,42,52,"ALIVE","","bite marks (i.e. from copulation) on ventral. Tip of tail regrown, updated tc from tc0210 on 6/12/16"
"Result 1","Trial     8","Arena 3","Exploration","CH4_21.12.15_DVR1","F","ld0124",124,"High",96.7764,"0.080647",0,0,NA,0,0,NA,7,1060.84,1060.84,89.48,9,45.96,87.68,1,77.16,0,1,1.64,77.16,7,60.4,78.8,1,1200.04,0,124,NA,"5/09/2015","SP","5/09/2015",7.42,5.14,1.314,1.2,42,35,"ALIVE","","1 bite mark on ventral. Broken tail during capture. "
"Result 1","Trial     8","Arena 3","Exploration","CH4_17.12.15_DVR2","F","ld0141",141,"High",123.12,"0.1026",0,0,NA,0,0,NA,19,879.64,879.64,227.64,31,63.08,226.68,1,218.8,0,1,4.08,218.8,19,97.52,222.88,1,1200.04,0,141,NA,"7/09/2015","MP","7/09/2015",6.92,4.97,0.933,0.9,38,48,"ALIVE","","3 bite marks, Updated tc from tc0330 on 6/12/16"
"Result 1","Trial     8","Arena 4","Exploration","CH4_21.12.15_DVR1","F","ld0093",93,"Low",77.4466,"0.0645388",1,4.8,400.84,2,401.4,0,1,786.84,786.84,413.2,1,0.92,412.28,1,405.6,0,1,5.72,405.6,1,1.88,411.32,1,1200.04,0,93,NA,"5/09/2015","SP","5/09/2015",6.89,4.81,1.187,1.2,40,49,"ALIVE","","tail partially regrown - missing tip. Missing all digits on back R leg except for digit 5."
"Result 1","Trial     8","Arena 4","Exploration","CH4_17.12.15_DVR2","F","ld0054",54,"Low",423.147,"0.352622",3,7.32,497.12,7,18.36,495.2,11,624.36,624.36,215.52,18,53.12,215.24,4,272.12,0,8,36.4,209.88,15,267.16,213,1,1200.04,0,54,NA,"1/09/2015","SP","1/09/2015",7.26,5.13,1.136,1,39,56,"ALIVE","","few bite marks on ventral. Updated tc from tc0114 on 6/12/16 "
"Result 1","Trial     9","Arena 1","Exploration","CH1_22.12.15_DVR1","F","ld0055",50,"Low",471.453,"0.392878",1,1.76,972.6,4,5.84,751.56,20,106.4,106.4,1023.64,22,193.8,761.4,3,858.72,0,7,19.92,756.16,21,215,760.4,1,1200.04,0,50,NA,"1/09/2015","SP","1/09/2015",7.06,5.12,0.943,0.9,37,56,"ALIVE","","Updated tc from tc0115 on 6/12/16"
"Result 1","Trial     9","Arena 1","Exploration","CH1_18.12.15_DVR2","F","ld0134",134,"High",47.0944,"0.0392454",0,0,NA,0,0,NA,1,1162.32,1162.32,37.72,3,19.36,18.04,1,14.64,0,1,1.36,14.64,1,21.72,16,1,1200.04,0,134,NA,"7/09/2015","MP","7/09/2015",6.71,4.81,1.165,0.9,38,55,"ALIVE","",""
"Result 1","Trial     9","Arena 3","Exploration","CH1_18.12.15_DVR1","F","ld0114",114,"Low",8.28512,"0.00690427",0,0,NA,0,0,NA,1,1189.52,1189.52,10.52,1,0.12,10.4,0,0,NA,0,0,NA,1,10.52,0,1,1200.04,0,NA,114,"5/09/2015","SP","5/09/2015",7.18,5.38,1.179,1.2,40,57,"ALIVE","","1 bite marks on ventral "
"Result 1","Trial     9","Arena 3","Exploration","CH1_22.12.15_DVR1","F","ld0019",19,"High",270.437,"0.225364",1,1.16,127.88,5,14.52,126,36,133.84,133.84,33.32,39,915.16,32.84,2,66.52,127.16,4,38,106,39,961.68,0,1,1200.04,0,19,NA,"30/08/2015","UNSWKen","30/08/2015",7.21,4.93,1.287,1.3,41,66,"ALIVE","",""
"Result 1","Trial     9","Arena 4","Exploration","CH1_18.12.15_DVR1","F","ld0053",53,"High",90.4007,"0.0753339",0,0,NA,0,0,NA,4,919.52,919.52,264.12,4,24.44,256.08,1,230.36,0,1,2.8,230.36,4,47.36,233.16,1,1200.04,0,NA,53,"1/09/2015","SP","1/09/2015",7.2,5.22,1.264,1.2,40,64,"ALIVE","","few bite marks on ventral "
"Result 1","Trial     9","Arena 4","Exploration","CH1_22.12.15_DVR1","F","ld0112",112,"High",117.684,"0.0980698",0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,1,1200.04,0,0,0,NA,0,0,NA,1,1200.04,0,112,NA,"5/09/2015","SP","5/09/2015",7.12,5.04,1.29,1.1,41,64,"ALIVE","","1 bite marks on ventral "
"Result 1","Trial     9","Arena 4","Exploration","CH1_18.12.15_DVR2","F","ld0022",22,"Low",83.0197,"0.0691831",0,0,NA,0,0,NA,27,1115,1115,72.12,27,13.2,71.84,1,67.16,0,1,1.28,67.16,27,16.6,68.44,1,1200.04,0,22,NA,"30/08/2015","UNSWKen","30/08/2015",6.95,5.33,1.441,1.5,44,65,"ALIVE","",""
"Result 1","Trial    10","Arena 1","Exploration","CH2_18.12.15_DVR1","F","ld0063",63,"High",57.0471,"0.0475392",0,0,NA,0,0,NA,1,812.36,812.36,387.68,1,0.96,386.72,1,383.36,0,1,2.32,383.36,1,2,385.68,1,1200.04,0,NA,63,"1/09/2015","SP","1/09/2015",6.79,5.12,1.21,1.1,40,48,"ALIVE","","few bite marks on ventral. Regrown tail at the end "
"Result 1","Trial    10","Arena 2","Exploration","CH2_22.12.15_DVR1","F","ld0031",31,"Low",339.357,"0.282797",3,11.68,25.88,16,31.2,21.36,2,1003.56,1003.56,58.12,4,9.92,57.92,7,108.96,9.88,10,52.84,0,5,34.68,57.48,1,1200.04,0,31,NA,"30/08/2015","UNSWKen","30/08/2015",7.38,5.01,1.22,1.2,41,55,"ALIVE","","bite marks (i.e. from copulation) on ventral. Updated tc from tc0051on 6/12/16"
"Result 1","Trial    10","Arena 2","Exploration","CH2_18.12.15_DVR2","F","ld0062",62,"Low",69.3188,"0.0577657",0,0,NA,0,0,NA,2,894.44,894.44,0.08,2,198.2,110.12,0,0,NA,1,101.12,6.52,3,204.48,0,1,1200.04,0,62,NA,"1/09/2015","SP","1/09/2015",6.94,5.08,1.08,1,39,59,"ALIVE","","bite marks (i.e. from copulation) on ventral. Updated TC 6/12/16, original tc0130"
"Result 1","Trial    10","Arena 3","Exploration","CH2_18.12.15_DVR1","F","ld0127",127,"Low",67.2099,"0.0560082",1,0.6,151.24,3,4.12,149.56,1,1035,1035,165.04,1,0.4,164.64,2,155.24,0,2,8.4,151.92,1,1.4,163.64,1,1200.04,0,NA,127,"7/09/2015","MP","7/09/2015",7.47,5.28,1.208,1,41,41,"ALIVE","","regrown tail, Updated tc from tcA304 on 6/12/16"
"Result 1","Trial    10","Arena 3","Exploration","CH2_22.12.15_DVR1","F","ld0029",29,"Low",80.7733,"0.0673111",0,0,NA,0,0,NA,4,1137.04,1137.04,62.8,4,1.12,61.88,1,34,0,1,9.72,34,4,19.28,43.72,1,1200.04,0,29,NA,"30/08/2015","UNSWKen","30/08/2015",6.96,4.99,1.113,1.3,39,60,"ALIVE","",""
"Result 1","Trial    10","Arena 3","Exploration","CH2_18.12.15_DVR2","F","ld0081",81,"High",60.3005,"0.0502504",2,0.36,116,3,4.72,113.48,1,1071.24,1071.24,128.8,2,1.8,126.48,1,118.28,0,1,7.04,118.28,1,3.48,125.32,1,1200.04,0,81,NA,"5/09/2015","SP","5/09/2015",7.31,4.9,1.104,1,40,63,"ALIVE","","few bite marks on ventral. Updated tc from tc0155 on 6/12/16 "
"Result 1","Trial    10","Arena 4","Exploration","CH2_18.12.15_DVR1","F","ld0046",46,"High",51.2397,"0.0426998",0,0,NA,0,0,NA,2,1108.16,1108.16,91.84,3,12.8,3.76,0,0,NA,0,0,NA,2,91.88,0,1,1200.04,0,NA,46,"2/09/2015","SP","2/09/2015",7.44,5.33,1.479,1.1,43,69,"ALIVE","",""
"Result 1","Trial    10","Arena 4","Exploration","CH2_22.12.15_DVR1","F","ld0038",38,"High",430.969,"0.359141",0,0,NA,2,7.44,1084.2,20,821.84,821.84,53.64,27,47.12,40.76,5,160.36,0,7,47.08,22.56,23,170.76,30.76,1,1200.04,0,38,NA,"30/08/2015","UNSWKen","30/08/2015",7.29,5.22,1.172,1.1,40,61,"ALIVE","","missing digits, thus toeclip based on missing digit"
"Result 1","Trial    10","Arena 4","Exploration","CH2_18.12.15_DVR2","F","ld0080",80,"High",328.081,"0.273401",0,0,NA,3,158.68,927.48,2,181.6,181.6,400.04,10,288.44,399.48,3,580,0,5,62.68,395.04,5,375.76,397.24,1,1200.04,0,80,NA,"5/09/2015","SP","5/09/2015",7.18,5.11,1.272,1.1,41,50,"ALIVE","","few bite marks on ventral. Regrown tail, Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial    11","Arena 1","Exploration","CH3_18.12.15_DVR1","F","ld0097",97,"Low",155.887,"0.129906",0,0,NA,1,19.6,6.12,12,1063.8,1063.8,56.84,14,30.76,57.44,1,31.96,0,1,1.92,31.96,12,102.36,33.88,1,1200.04,0,NA,97,"5/09/2015","SP","5/09/2015",7.61,5.28,1.322,1.3,43,52,"DEAD","4/08/2017","bite marks (i.e. from copulation) on ventral. Regrown tail"
"Result 1","Trial    11","Arena 1","Exploration","CH3_22.12.15_DVR1","F","ld0074",74,"Low",606.655,"0.505562",3,5.8,42.96,21,129.4,41.88,77,499.24,499.24,47.72,85,169.56,47.04,6,324.32,0,12,101.4,43.44,83,275.08,46.24,1,1200.04,0,74,NA,"1/09/2015","SP","1/09/2015",7.27,4.98,0.895,0.9,40,45,"DEAD","1/04/2016","bite marks (i.e. from copulation) on ventral. Regrown tail"
"Result 1","Trial    11","Arena 1","Exploration","CH3_18.12.15_DVR2","F","ld0084",84,"Low",352.929,"0.294107",2,3.44,79.48,6,27.16,50.92,10,918.52,918.52,101.04,19,37.64,100.76,4,150.72,0,7,35.68,80.76,14,95.12,100.24,1,1200.04,0,84,NA,"5/09/2015","SP","5/09/2015",7.09,5.05,1.191,1.3,40,54,"ALIVE","",""
"Result 1","Trial    11","Arena 2","Exploration","CH3_18.12.15_DVR2","F","ld0057",57,"Low",766.036,"0.638364",0,0,NA,4,34.88,282.76,20,500.16,500.16,272.04,33,232.12,75.08,7,109.12,283.04,13,69.76,276.16,26,521,0,1,1200.04,0,57,NA,"1/09/2015","SP","1/09/2015",7.29,5.11,1.214,1.1,41,51,"ALIVE","","bite marks (i.e. from copulation) on ventral. Regrown tail"
"Result 1","Trial    11","Arena 3","Exploration","CH3_18.12.15_DVR1","F","ld0028",28,"High",710.32,"0.591934",3,7.04,74.44,15,35.28,2.68,47,534.72,534.72,81.04,64,278.2,79.72,6,241.52,0,12,49.24,76.2,54,374.56,79.08,1,1200.04,0,NA,28,"30/08/2015","UNSWKen","30/08/2015",7.71,5.64,1.401,1.5,43,63,"DEAD","14/12/2016","missing digits, thus toeclip based on missing digit"
"Result 1","Trial    11","Arena 3","Exploration","CH3_22.12.15_DVR1","F","ld0003",3,"Low",530.325,"0.441937",2,3.56,806.08,5,12.76,804.32,79,738.64,738.64,35.12,90,101.44,28.72,4,170.28,0,9,102.16,17.88,84,188.96,21.08,1,1200.04,0,3,NA,"28/08/2015","MP","28/08/2015",7.19,5,1.128,0.9,36,0,"ALIVE","","bleeding front L arm after escape & capture. TC updated on 6/12/2016, original tc0003"
"Result 1","Trial    11","Arena 4","Exploration","CH3_18.12.15_DVR1","F","ld0068",68,"Low",112.208,"0.0935067",0,0,NA,1,2.16,213.08,5,791.08,791.08,216.96,14,75.36,216.56,1,215.04,0,2,4.6,215.04,7,189.32,215.88,1,1200.04,0,NA,68,"1/09/2015","SP","1/09/2015",7.82,5.13,1.379,1.3,45,54,"ALIVE","","few bite marks on ventral. Regrown tail. Updated tc from tc0141 on 6/12/16"
"Result 1","Trial    11","Arena 4","Exploration","CH3_18.12.15_DVR2","F","ld0066",66,"High",301.178,"0.250982",0,0,NA,1,3.56,930.88,6,505.4,505.4,463.52,13,26.12,463.04,4,510.36,0,8,53.24,459.6,11,131.04,462.28,1,1200.04,0,66,NA,"1/09/2015","SP","1/09/2015",7,5.05,1.203,1.1,39,60,"ALIVE","",""
"Result 1","Trial    12","Arena 1","Exploration","CH4_18.12.15_DVR1","F","ld0060",60,"High",61.9062,"0.0515885",1,0.28,504.56,2,0.96,503.92,2,693.96,693.96,506.04,2,0.2,505.88,1,504.8,0,1,0.72,504.8,2,0.56,505.52,1,1200.04,0,NA,60,"1/09/2015","SP","1/09/2015",7.45,5.21,1.319,1.2,41,52,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial    12","Arena 2","Exploration","CH4_18.12.15_DVR1","F","ld0048",48,"Low",526.91,"0.439091",2,1.92,564.52,14,100.52,158.6,25,189.32,189.32,187.68,40,275,169.04,5,299.16,0,10,182.72,161.04,30,528.84,167.08,1,1200.04,0,NA,48,"2/09/2015","SP","2/09/2015",6.92,4.74,1.05,0.8,37,38,"DEAD","30/12/2016","bite marks (i.e. from copulation) on ventral. Tail tip broken. Isolated on 27.12.16 for mite treatment heavily infested"
"Result 1","Trial    12","Arena 2","Exploration","CH4_22.12.15_DVR1","F","ld0083",83,"High",205.582,"0.171319",0,0,NA,3,291.36,0,32,764.64,764.64,323.6,30,32.32,320.72,3,361.68,0,5,8.6,316.64,34,65.12,319.76,1,1200.04,0,83,NA,"5/09/2015","SP","5/09/2015",7.52,5.09,1.395,1.4,42,60,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    12","Arena 2","Exploration","CH4_18.12.15_DVR2","F","ld0090",90,"High",61.2743,"0.0510619",0,0,NA,1,1.76,146.24,11,1045.84,1045.84,150.84,11,3.68,150.52,1,147.28,0,1,2.8,147.28,11,4.12,150.08,1,1200.04,0,90,NA,"5/09/2015","SP","5/09/2015",7.41,5.26,1.174,1.3,42,52,"ALIVE","","bite marks (i.e. from copulation) on ventral. Tip of tail regrown, updated tc from tc0210 on 6/12/16"
"Result 1","Trial    12","Arena 3","Exploration","CH4_22.12.15_DVR1","F","ld0124",124,"High",617.649,"0.514707",1,5.2,672.52,5,24.28,484.64,58,788.6,788.6,33.16,62,56,33.32,3,119.2,455.4,13,58.24,29.48,68,234,0,1,1200.04,0,124,NA,"5/09/2015","SP","5/09/2015",7.42,5.14,1.314,1.2,42,35,"ALIVE","","1 bite mark on ventral. Broken tail during capture. "
"Result 1","Trial    12","Arena 3","Exploration","CH4_18.12.15_DVR2","F","ld0141",141,"High",53.3112,"0.0447994",0,0,NA,0,0,NA,0,9.88,0,0,1,946.72,243.44,1,237.32,0,1,2.32,237.32,1,950.52,239.64,1,1190.16,0,141,NA,"7/09/2015","MP","7/09/2015",6.92,4.97,0.933,0.9,38,48,"ALIVE","","3 bite marks, Updated tc from tc0330 on 6/12/16"
"Result 1","Trial    12","Arena 4","Exploration","CH4_22.12.15_DVR1","F","ld0093",93,"Low",127.627,"0.106355",0,0,NA,0,0,NA,1,786.52,786.52,413.52,2,2.96,410.08,1,398.92,0,1,5.36,398.92,1,9.24,404.28,1,1200.04,0,93,NA,"5/09/2015","SP","5/09/2015",6.89,4.81,1.187,1.2,40,49,"ALIVE","","tail partially regrown - missing tip. Missing all digits on back R leg except for digit 5."
"Result 1","Trial    12","Arena 4","Exploration","CH4_18.12.15_DVR2","F","ld0054",54,"Low",608.813,"0.507344",2,2.8,844.48,16,32.44,377.68,15,373.8,373.8,383.56,32,129.76,383.36,6,409.32,0,15,117.32,378.2,25,299.6,382.92,1,1200.04,0,54,NA,"1/09/2015","SP","1/09/2015",7.26,5.13,1.136,1,39,56,"ALIVE","","few bite marks on ventral. Updated tc from tc0114 on 6/12/16 "
"Result 1","Trial    13","Arena 1","Exploration","CH1_23.12.15_DVR1","F","ld0055",50,"Low",574.448,"0.744875",1,2.56,637.36,11,16.32,0,47,797.04,368.52,454.56,65,59.56,454.32,8,145.36,0,12,40.8,439.64,52,216.84,441.96,2,771.52,0,50,NA,"1/09/2015","SP","1/09/2015",7.06,5.12,0.943,0.9,37,56,"ALIVE","","Updated tc from tc0115 on 6/12/16"
"Result 1","Trial    13","Arena 1","Exploration","CH1_19.12.15_DVR2","F","ld0134",134,"High",133.631,"0.111359",0,0,NA,0,0,NA,9,923.16,923.16,156.68,10,142.56,129.56,1,118.76,0,1,4.44,118.76,9,153.68,123.2,1,1200.04,0,134,NA,"7/09/2015","MP","7/09/2015",6.71,4.81,1.165,0.9,38,55,"ALIVE","",""
"Result 1","Trial    13","Arena 3","Exploration","CH1_19.12.15_DVR1","F","ld0114",114,"Low",111.237,"0.0926974",1,1.48,26.84,2,1.96,25.8,2,1156.4,1156.4,42.72,2,1.08,42.56,1,32.28,0,1,9.44,32.28,2,1.92,41.72,1,1200.04,0,NA,114,"5/09/2015","SP","5/09/2015",7.18,5.38,1.179,1.2,40,57,"ALIVE","","1 bite marks on ventral "
"Result 1","Trial    13","Arena 3","Exploration","CH1_23.12.15_DVR1","F","ld0019",19,"High",727.875,"0.637793",4,15,220.44,14,55.12,218.44,73,450.2,391.6,9.88,84,235,0,7,260.72,65.4,16,91.36,52.28,83,397.76,0,2,1141.44,0,19,NA,"30/08/2015","UNSWKen","30/08/2015",7.21,4.93,1.287,1.3,41,66,"ALIVE","",""
"Result 1","Trial    13","Arena 4","Exploration","CH1_19.12.15_DVR1","F","ld0053",53,"High",224.533,"0.187111",0,0,NA,2,4.56,191.32,9,862.8,862.8,194.08,15,47.84,193.84,2,210.64,0,4,22,192.36,11,104.6,193.32,1,1200.04,0,NA,53,"1/09/2015","SP","1/09/2015",7.2,5.22,1.264,1.2,40,64,"ALIVE","","few bite marks on ventral "
"Result 1","Trial    13","Arena 4","Exploration","CH1_23.12.15_DVR1","F","ld0112",112,"High",164.451,"0.137043",0,0,NA,1,12.72,1174.92,0,0,0,NA,1,0.08,3.84,4,43.64,1140.88,5,19.48,1136.08,2,1136.92,0,1,1200.04,0,112,NA,"5/09/2015","SP","5/09/2015",7.12,5.04,1.29,1.1,41,64,"ALIVE","","1 bite marks on ventral "
"Result 1","Trial    13","Arena 4","Exploration","CH1_19.12.15_DVR2","F","ld0022",22,"Low",781.174,"0.650978",0,0,NA,7,156.44,0,59,319.32,319.32,93.48,77,298,89.36,6,179.76,0,17,202.36,55.92,71,498.6,57.12,1,1200.04,0,22,NA,"30/08/2015","UNSWKen","30/08/2015",6.95,5.33,1.441,1.5,44,65,"ALIVE","",""
"Result 1","Trial    14","Arena 1","Exploration","CH2_19.12.15_DVR1","F","ld0063",63,"High",79.8835,"0.0665696",0,0,NA,4,3.16,43.76,1,1146.32,1146.32,53.72,1,1.8,51.92,1,49.28,0,1,1.48,49.28,1,2.96,50.76,1,1200.04,0,NA,63,"1/09/2015","SP","1/09/2015",6.79,5.12,1.21,1.1,40,48,"ALIVE","","few bite marks on ventral. Regrown tail at the end "
"Result 1","Trial    14","Arena 2","Exploration","CH2_23.12.15_DVR1","F","ld0031",31,"Low",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,"30/08/2015","UNSWKen","30/08/2015",7.38,5.01,1.22,1.2,41,55,"ALIVE","","bite marks (i.e. from copulation) on ventral. Updated tc from tc0051on 6/12/16"
"Result 1","Trial    14","Arena 2","Exploration","CH2_19.12.15_DVR2","F","ld0062",62,"Low",69.0791,"0.0575659",0,0,NA,69,173.24,0.24,1,852.08,852.08,347.96,2,5.12,342.76,1,332.2,0,1,1.68,332.2,1,14.08,333.88,1,1200.04,0,62,NA,"1/09/2015","SP","1/09/2015",6.94,5.08,1.08,1,39,59,"ALIVE","","bite marks (i.e. from copulation) on ventral. Updated TC 6/12/16, original tc0130"
"Result 1","Trial    14","Arena 3","Exploration","CH2_19.12.15_DVR1","F","ld0127",127,"Low",141.651,"0.118042",1,0.32,202.56,4,7.24,201.96,4,934.08,934.08,204.28,6,17.4,204.08,2,209.6,0,3,3.8,202.92,5,52.56,203.8,1,1200.04,0,NA,127,"7/09/2015","MP","7/09/2015",7.47,5.28,1.208,1,41,41,"ALIVE","","regrown tail, Updated tc from tcA304 on 6/12/16"
"Result 1","Trial    14","Arena 3","Exploration","CH2_23.12.15_DVR1","F","ld0029",29,"Low",31.2849,"0.0499344",1,0.52,5.16,2,5.52,0,3,1191.44,618.08,8.32,3,1.16,7.24,1,5.72,0,2,1.6,5.72,3,1.28,7.12,1,626.68,0,29,NA,"30/08/2015","UNSWKen","30/08/2015",6.96,4.99,1.113,1.3,39,60,"ALIVE","",""
"Result 1","Trial    14","Arena 3","Exploration","CH2_19.12.15_DVR2","F","ld0081",81,"High",159.546,"0.132955",1,1.68,89.6,4,10.08,84.08,3,948.16,948.16,95.48,10,71.04,93.68,2,127.48,0,4,13.36,91.6,6,111.04,93.04,1,1200.04,0,81,NA,"5/09/2015","SP","5/09/2015",7.31,4.9,1.104,1,40,63,"ALIVE","","few bite marks on ventral. Updated tc from tc0155 on 6/12/16 "
"Result 1","Trial    14","Arena 4","Exploration","CH2_19.12.15_DVR1","F","ld0046",46,"High",46.1194,"0.0384328",1,0.28,144.56,2,0.48,144.28,2,79.36,79.36,145.88,2,974.96,145.72,1,144.8,0,1,0.64,144.8,2,975.24,145.44,1,1200.04,0,NA,46,"2/09/2015","SP","2/09/2015",7.44,5.33,1.479,1.1,43,69,"ALIVE","",""
"Result 1","Trial    14","Arena 4","Exploration","CH2_23.12.15_DVR1","F","ld0038",38,"High",578.43,"0.482025",1,0.64,1025.8,7,201.2,461.2,31,206.08,206.08,73.04,43,28.76,72.8,4,582.44,125.4,13,105.12,119.68,36,306.4,0,1,1200.04,0,38,NA,"30/08/2015","UNSWKen","30/08/2015",7.29,5.22,1.172,1.1,40,61,"ALIVE","","missing digits, thus toeclip based on missing digit"
"Result 1","Trial    14","Arena 4","Exploration","CH2_19.12.15_DVR2","F","ld0080",80,"High",708.523,"0.590436",6,147.4,674.6,20,469.4,35.76,1,1.32,1.32,743.36,15,110.64,166.4,9,673.28,0,16,136.64,159.8,9,388.8,160.8,1,1200.04,0,80,NA,"5/09/2015","SP","5/09/2015",7.18,5.11,1.272,1.1,41,50,"ALIVE","","few bite marks on ventral. Regrown tail, Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial    15","Arena 1","Exploration","CH3_19.12.15_DVR1","F","ld0097",97,"Low",52.6827,"0.0439023",0,0,NA,0,0,NA,3,1161.84,1161.84,25.28,3,16.52,21.68,1,13.32,0,1,1.92,13.32,3,22.96,15.24,1,1200.04,0,NA,97,"5/09/2015","SP","5/09/2015",7.61,5.28,1.322,1.3,43,52,"DEAD","4/08/2017","bite marks (i.e. from copulation) on ventral. Regrown tail"
"Result 1","Trial    15","Arena 1","Exploration","CH3_23.12.15_DVR1","F","ld0074",74,"Low",1290.32,"1.07527",4,4.56,39.88,15,54.12,28.36,61,22.48,22.48,76.52,67,60.88,73.2,14,609.04,0,28,190.28,42.88,76,378.24,70.8,1,1200.04,0,74,NA,"1/09/2015","SP","1/09/2015",7.27,4.98,0.895,0.9,40,45,"DEAD","1/04/2016","bite marks (i.e. from copulation) on ventral. Regrown tail"
"Result 1","Trial    15","Arena 1","Exploration","CH3_19.12.15_DVR2","F","ld0084",84,"Low",174.702,"0.145585",0,0,NA,0,0,NA,2,1046.32,1046.32,153.64,2,76.56,77.16,2,43.2,13.56,4,3.96,13.28,4,106.56,0,1,1200.04,0,84,NA,"5/09/2015","SP","5/09/2015",7.09,5.05,1.191,1.3,40,54,"ALIVE","",""
"Result 1","Trial    15","Arena 2","Exploration","CH3_19.12.15_DVR2","F","ld0057",57,"Low",647.676,"0.53973",4,5.2,785.6,15,21.84,42.36,12,567.52,567.52,49.44,32,194.68,48.28,8,194.52,0,14,72.56,46,19,365.44,47.36,1,1200.04,0,57,NA,"1/09/2015","SP","1/09/2015",7.29,5.11,1.214,1.1,41,51,"ALIVE","","bite marks (i.e. from copulation) on ventral. Regrown tail"
